Tweets,Subjectivity,Polarity,Analysis
I think that   is the smartest most handsome overlord oh I mean genius in the world please never deboost my account king,0.7291666666666666,0.22916666666666666,Positive
  you can kiss my ass you GOD hating piece of Crap! GOD blessed you with a business and Jesus Christ died for you ,0.8,-1.0,Negative
  Be contextual enough to put yourself in Hitler's time with Twitter.\nSee why  Dors ,0.5,0.0,Neutral
 Thank you  .,0.0,0.0,Neutral
Twitter hack FALLOUT!   BUSTED on blacklisting! LIED to congress!  via ,0.0,0.0,Neutral
CoronaHoax 5GKILLS \nLooks like Twitter censorship is finally getting the attention it deserves\n\n,1.0,0.0,Neutral
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via  Ha, what's up?",0.0,0.0,Neutral
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via ",0.0,0.0,Neutral
 Twitter has me on \permanent thread\.\nI drag  /Twitter too.\nTrump should have been banned f ,0.07083333333333333,-0.1,Negative
Sen. Josh Hawley Presses Twitter CEO   on Censorship  Revealed by Hackers\n\nHawley is sounding ,0.0,0.0,Neutral
"I officially throwing hands w twitter. As I promised,  ",0.0,0.0,Neutral
\Mark Zuckerberg\ is trended by  . I don know  why Mark asked me to listen to him and DrFauci on m ,0.0,0.0,Neutral
if twitter cropping fucks up this joke iam going to digitize  's soul ,0.0,0.0,Neutral
  First sack   CEO of twitter.\n \n,0.3333333333333333,0.25,Positive
  net worth 6.9B lul,0.05,0.15,Positive
 Just a little over three months - patience. We see how Twitter moves then.   and Mark  Zuck ,0.5,-0.1875,Negative
Twitter CEO   says 'shadow ban' was not impartial  via ,0.0,0.0,Neutral
 I had a Twitter Account suspended for a month and still no reply as to why or how to get the account ,0.0,0.0,Neutral
  Petition to Shut Down All Social Media Platforms for 2 Years - Sign the Petition!  via ,0.17777777777777778,-0.056944444444444464,Negative
Here's a question for ya\nHow much do you get paid for putting content on Twitter?\nHow much has   made of ,0.2,0.2,Positive
_howerton  I think   did a face swap. Look at his knees. They're not backward. ,0.0,0.0,Neutral
"I think  should hunt down   and cut off his head! After all, he is the predominant symbol ",0.2888888888888889,-0.19444444444444448,Negative
  sent an envelope of his lard to Azealia Banks to protect him from falling asleep,0.0,0.0,Neutral
I won't tolerate to be targeted like this. This is victim shaming. Blame   with his white supremacist tra ,0.025,-0.037500000000000006,Negative
This punk ass bitch of a website shadow bans the fuck out of people for saying the same shit SJW liars say to other ,0.475,-0.18125000000000002,Negative
"New  workouts start 2morrow. 1st cycle is focused on SPEED, POWER &amp; FLEXIBILITY. Results will be tracked ",0.45454545454545453,0.13636363636363635,Positive
"   , please give us a haha button",0.3,0.2,Positive
 who remembers this whopper?   $TWTR,0.0,0.0,Neutral
CEO   also announced plans to gradually revamp the site's terms with user feedback. ,0.0,0.0,Neutral
"Twitter Chief   Calls Elon Musk His Favorite Twitter User, Resulting An Uproar ",1.0,0.5,Positive
"Twitter Chief   Calls Elon Musk His Favorite Twitter User, Resulting An Uproar ",1.0,0.5,Positive
NEB Rays fall 5-1 to GRB Rays. Bryan Kraus 3 IP 0 H 3 K up to 88 mph. Uncommitted 6 LHP Andrew Chevarie came on i ,0.0,0.0,Neutral
That what I say and today on Twitter not even a header to memorialize him what is wrong with   and Twit ,0.9,-0.5,Negative
 Imagine working for a visionary like   and turning on him like this. Shame on Kirk.,0.0,0.0,Neutral
"Make every detail perfect and limit the number of details to perfect.  , Twitter co-founder",1.0,1.0,Positive
I think   thinks the same way ,0.125,0.0,Neutral
"Sadly, Trump's presidency continues to serve the interests of a disparate set of sociopaths, including McConnell, ",1.0,-0.5,Negative
"Okay,  , CEO of Twitter, Twitter needs more server capacity, obviously!! Please get your shit together!!",0.575,0.171875,Positive
_baybee ppl that were there at the beginning of Twitter say that it was Actually Noah Glass who created it and ,0.1,0.0,Neutral
  sent a pot of his fascist friends to Grahms to protect him from the trolls,0.0,0.0,Neutral
Sen. Josh Hawley Presses Twitter CEO   on Censorship 'Blacklist' Revealed by Hackers  ,0.0,0.0,Neutral
"BevelynBeatty, Bless You. \nQuote of 2020. \I rebuke this demon\.\nIt's a shame the's working for   di ",0.0,0.0,Neutral
  Great idea. Let take it to all the libs and Dems in Silicon Valley.   I sure will invest in it.,0.8194444444444444,0.65,Positive
 The Saudis own Twitter. The way back 5-year machine... ,0.5,0.3,Positive
_scumbag Telling my parents this is   and his cofounder,0.0,0.0,Neutral
     Not insulting anyone. Twitter is for everyo ,1.0,0.5,Positive
  is a fucking racist liberal cunt shame on you punk.,0.8,-0.6,Negative
Sen. Josh Hawley Presses Twitter CEO   on Censorship 'Blacklist' Revealed by Hackers - Big League Politics ,0.1,0.0,Neutral
     Agree except for the  part - if he really wanted it he wudve included ,0.2,0.2,Positive
" the unexpected. And whenever possible, be the unexpected.  ",1.0,0.06666666666666667,Positive
Sen. Josh Hawley Presses Twitter CEO   on Censorship  Revealed by Hackers ,0.0,0.0,Neutral
Attention  . This man must be banned from Twitter at once! He is an enemy of the state. OMG. JUST LISTEN.\n,0.0,0.0,Neutral
Watch \Twitter hack FALLOUT!   BUSTED on blacklisting! LIED to congress!\ on YouTube ,0.0,0.0,Neutral
 Fun! We'd pick\n\n1 giving voice to people who live below the line\n1 giving a voice to animals\n1 givi ,0.35,0.2556818181818182,Positive
"If this is true, them shouldn't   Go To Jail?\n\nTwitter hack FALLOUT!   BUSTED on blacklisting! ",0.65,0.546875,Positive
  won't let this info from Dr. Mercola get out but go find Conclusive Proof  Masks Do Not Inhibit Viral ,0.0,0.0,Neutral
Sen. Josh Hawley Presses Twitter CEO   on Censorship 'Blacklist' Revealed by Hackers - Big League Politic ,0.1,0.0,Neutral
Sen. Josh Hawley Presses Twitter CEO   on Censorship  Revealed by Hackers ,0.0,0.0,Neutral
_ESHAN U r not  Patrick ,0.0,0.0,Neutral
"Twitter Chief   Calls Elon Musk His Favorite Twitter User, Resulting An Uproar ",1.0,0.5,Positive
"Twitter Chief   Calls Elon Musk His Favorite Twitter User, Resulting An Uproar ",1.0,0.5,Positive
 is never accidental.\n\n-   \n\nGlasgow\nGlasgowLife\nPeopleMakeGlasgow\nGlasgowGreen ,0.0,0.0,Neutral
Legends! Classic Legends!!\nhardly sleep for 4/5 hrs  a day.\n\n \nMark Zuckerberg\nN Modi\nBill Gates\nBarack O ,0.16666666666666666,0.16666666666666666,Positive
"For this absolute truth, you should get at least 10k retweets but they limit who can see truth on twitter &amp; faceboo ",0.65,-0.04999999999999999,Negative
_08 _awakening I have a $10 bill.  First person to throte punch    Or Charlie Sheen,0.3333333333333333,0.25,Positive
_IR  Shutting down Vine was  's biggest regret he said  this himself. I believe this can be ,0.2888888888888889,-0.15555555555555559,Negative
" - Luke, call an, Attorney.  Have  , pay you for this tweet...",0.0,0.0,Neutral
   \nis on the grill ,0.0,0.0,Neutral
 You may like this BTC twtr post ,0.0,0.0,Neutral
" Figures, it's a \followback\ verified account with a bad take.\n\nClout bank must have not been to  ",0.6666666666666666,-0.6999999999999998,Negative
"_59 Read from another person on Twitter than twitter has been arbitrarily reducing followers from accounts, ",0.6,-0.1,Negative
BIG LEAGUE POLITICS reported Sen. Josh Hawley Presses Twitter CEO   on Censorship 'Blacklist' Revealed b ,0.1,0.0,Neutral
Sen. Josh Hawley Presses Twitter CEO   on Censorship  Revealed by Hackers ,0.0,0.0,Neutral
"Why Bill Gates, Mark Zuckerberg,  Ma and   visit Nigeria frequently?\n",0.0,0.0,Neutral
        ,0.0,0.0,Neutral
Why isn't Trump and   in jail? And Barr and the entire Trump crew? ,0.3125,-0.05,Negative
  please stop this madness and just take Twiiter App down.....,0.2888888888888889,-0.15555555555555559,Negative
  sent a ziploc of his lard to Sir Gary Lineker to protect him from sleeping,0.0,0.0,Neutral
" I would like to thank to  Patrick  founding Twitter, its great entertainment platform during the ",0.75,0.8,Positive
"  Ha ha ha, my word 'twitter community'!\n And who are u?  ? ROFLMAO ",0.0,0.0,Neutral
"I would like to thank to  Patrick  founding Twitter, its great entertainment platform during the lockdown ",0.75,0.8,Positive
Sen. Josh Hawley Presses Twitter CEO   on Censorship 'Blacklist' Revealed by Hackers  via ,0.0,0.0,Neutral
Sen. Josh Hawley Presses Twitter CEO   on Censorship  Revealed by Hackers ,0.0,0.0,Neutral
COVID19 Pandemic May i remind or perhaps inform you that the founder of  Mr    is mak ,0.0,0.0,Neutral
I am sorry to say but this is simply inaccurate. I am EVERYONE'S favorite account and everyone loves me. I am so co ,0.7857142857142857,0.0,Neutral
" \nGOOD MORNING! JACK DORSEY! THIS IS THE M, AMERICAN THAT YOU HEAR IN SATELLITES, GOD WILLING! CAN YOU P ",0.375,0.15625,Positive
"Give Just 1%?\n\nSomeone That I Know Of...\nThough He's Very Rich, \nI Would However Give 1% of What I Have to  Dor ",0.9750000000000001,0.48750000000000004,Positive
"Doing away with the 1st amendment. Tweeter the power of combined POTUS, Senate, and House of Representatives all ro ",0.0,0.0,Neutral
Twitter's   is giving $3 million to help test free cash payment programs for Americans. ,0.8,0.4,Positive
Trump and   BOTH belong in jail.\nThere is no legitimacy to an election.\nWe are already in a police state. ,0.0,0.0,Neutral
"_ Dude, when Mark Zuckerberg was creating Facebook and   starting Twitter, those of us in Af ",0.1,0.0,Neutral
 \n is the platform of Nazis via Trump and  .\nWe should not allow them to profit off of ,0.0,0.0,Neutral
"That's Okay, I suspect that in the very near future, that   will be the one worried about getting suspend ",0.38166666666666665,0.21,Positive
  Handful of GOP Nazi billionaires running America? Most are Democrats and they are the on ,0.5,0.5,Positive
Love when I open   Twitter and the top trending topic  me is *g*o ,0.5333333333333333,0.3333333333333333,Positive
"    should be in prison too,for profiteering off of the Nazi Trump\nProgram ",0.0,0.0,Neutral
 SmallBusiness poor customer relations at square and no customer communication. My moneys been held 65 days. ,0.6,-0.4,Negative
"Due 2 motherfucking piece of shit,  ,  is THE platform of the Nazis\nHe continues to profiteer off ",0.5875,-0.1625,Negative
Twitter hack FALLOUT!   BUSTED on blacklisting! LIED to congress!  via ,0.0,0.0,Neutral
  Joe Rogan swinging from   Dick?? Probably not. With all the Velcro you scared away any game.,0.4,-0.4,Negative
 FUCK YOU TWITTER.\nI HAVE A RIGHT TO SAY WHATEVER I WANT TO ASS LICKING NAZI TRUMPERS WHO SHOULD NOT BE ON ,0.5678571428571428,-0.05714285714285716,Negative
"_ahmed Yeah, but they monitor and when u ask they show,then go back to hiding ur shit for a week or month ti ",0.4,-0.1,Negative
Twitter demo by   in 2006\n\nTwitter Annual Revenue\n\n2019  $3.4 billion \n2018  $3.1  billion \n2017  $2.4 ,0.0,0.0,Neutral
  sent a teaspoon of his hair to The Onion to protect him from napping,0.0,0.0,Neutral
  One more\n  \nI forgot that one...\nDelete krke post kro,0.0,0.0,Neutral
  and his minions are like bile in the back of the throat! ,0.0,0.0,Neutral
   support Bitcoin big time. I support Bitcoin big time. I support   big time. Hallam in always sunny Barbados.,0.10000000000000002,0.0,Neutral
So right now the only people in the entire world who are able to reel in the so called President of the United Stat ,0.6964285714285714,0.19642857142857142,Positive
"Find thousands of books recommended by Bill Gates, Steve Jobs or   on this website  Latest News, B \n\nREA ",0.9,0.5,Positive
"Beyonce,   pledge $6 million to mental health relief efforts amid COVID-19 Health via ",0.2,-0.1,Negative
"   lied in Congress , committed perjury.. it time his house get raided . Rodger stone s ",0.0,0.0,Neutral
"   committed perjury .  Time to raid his house , Rodger Stone style . ",0.0,0.0,Neutral
 2 questions. When are you going to bust up the pedo-rings expose the DNC and Hollywood and big-tec ,0.0,0.0,Neutral
"The British View on Twitter plain evidence that thanks to the leak Twitter is not even a publisher, but an out of ",0.18571428571428572,-0.0047619047619047545,Negative
  is an incel,0.0,0.0,Neutral
Twitter CEO  's comments about San Francisco are a warning sign  ,0.0,0.0,Neutral
  sent a barrel of his piss to Azealia Banks to protect him from white genocide,0.0,0.0,Neutral
"   And yes.  , the creator of twitter views access to his own platfor ",1.0,0.6,Positive
" Fuck Chester , podesta som . The pedo rings were catching up to him and ended himself. Maybe you shou ",0.75,0.09999999999999998,Positive
" Twitter accounts were hacked by an employee of Twitter himself. Are you surprised? No, prostitute of mobster ",0.9,0.1,Positive
"Twitter accounts were hacked by an employee of Twitter himself. Are you surprised? No, criminal   is stil ",0.7250000000000001,0.15000000000000002,Positive
 you hate  ??? did he ditch you ,0.9,-0.8,Negative
 Does anyone really believe that Twitter is more compromised than  ? ,0.35,0.35,Positive
   Changing the subject a bit - what about the Epstein Island photo? I've ,0.3333333333333333,-0.16666666666666666,Negative
2/n  First some history  Square was founded by   and Jim McKelvey as a way for merchants to sell goods ,0.3333333333333333,0.25,Positive
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via ",0.0,0.0,Neutral
EYE WHY ARE U NOT WOTKING TWT IM GONNA KNOCK AT JACK DORSEY'S DOOR,0.0,0.0,Neutral
"So, now that there's evidence that   lied to Congress about \Twitter doesn't shadow ban\; will he be subj ",0.0,0.0,Neutral
Damn and double damn  !! I am receiving no  tweets whatever and have to rely on my friends to get th ,0.0,0.0,Neutral
  a cuck faggot. Go back to Burma and mediate in your cave. Nac Allah cadaan kuu yaal,0.0,0.0,Neutral
 Not sure if this is a quiz - or if you are actually asking - but my spidey senses told me the one clo ,0.4944444444444444,-0.125,Negative
   day for us at Twitter. We all feel terrible this happened.  ,1.0,-1.0,Negative
U.S. senator seeks answers from   on Twitter account compromises  CurrencyTimes bitcoin tron,0.0,0.0,Neutral
"Twitter Chief   Calls Elon Musk His Favorite Twitter User, Resulting An Uproar ",1.0,0.5,Positive
"Twitter Chief   Calls Elon Musk His Favorite Twitter User, Resulting An Uproar ",1.0,0.5,Positive
\The Apology Letter   Should Send Today\ by _cyber,0.0,0.0,Neutral
  sent a barrel of his fascist friends to Grahms to protect him from true religion jeans,0.65,0.35,Positive
"   _Not_Human  Dear  , FWIW, at least I AM A REAL PER ",0.35000000000000003,-0.04999999999999999,Negative
"Great video, Why would dumbass Twitter take that down. It was patriotic, showed his platform, didn't call anyone na ",0.5194444444444445,0.32222222222222224,Positive
" When do we crucify  ? Come on, hes styling himself as Jesus with that look....his twitter ",0.0,0.0,Neutral
   Steak Sauce has had his Twitter account suspended .Maybe he forced J ,0.2,-0.30000000000000004,Negative
 Hey   you would have never thought that  will one day become communication medium betwe ,0.0,0.0,Neutral
  Cash App Sponsors NASCAR Driver Bubba Wallace The NASCAR driver has a new sponsorship deal with  ,0.45454545454545453,0.13636363636363635,Positive
   and his crack team don't care. It's like spitting in the ocean at this point. Only ,1.0,0.0,Neutral
  \n Patrick  is an American technology entrepreneur and philanthropist who is the co-fo ,0.0,0.0,Neutral
   day for us at Twitter. We all feel terrible this happened. ,1.0,-1.0,Negative
"   Nombe, ese tal Aragornious es casi fundador junto a  , Noah G ",0.0,0.0,Neutral
 Twitter &amp;   lost the moral high ground a long time ago! \nChinese officials allowed to us ,0.39666666666666667,0.0325,Positive
_cliff    We need to get a side by side comparison of the interviews and sp ,0.0,0.0,Neutral
 you're the shit.\n UBI MayorsForAGI \n,0.0,0.0,Neutral
_COM_PILLD *  has ejaculated*,0.0,0.0,Neutral
Did   Commit Perjury?  ,0.0,0.0,Neutral
  sent a teaspoon of his conjunctivitis goop to the KKK to protect him from napping,0.0,0.0,Neutral
The Assassination of President Donald J Trump's Linkin Park AMV by The Coward  ,0.0,0.0,Neutral
"Well, isn that special. Could it have been  .    ",0.5714285714285714,0.35714285714285715,Positive
   Sadly  is still under the Ardern thumb.,1.0,-0.5,Negative
 Trumps taking down his own shit lol. Who do people think runs twitter?   is a clown or puppet,0.6972222222222222,0.2611111111111111,Positive
A more focused Twitter from Twitter by  Patrick \n We are moving forward with a restructuring of our work ,0.5,0.5,Positive
Hola . Would you please verify my account? Thanks. / I just saw  's wired video.,0.2,0.2,Positive
"    isn't the boss anymore, a saudi Prince Alwaleed Bin Talal Bin Abdulaziz Alsa ",0.0,0.0,Neutral
   threatens America. Nationalize Twitter now.,0.0,0.0,Neutral
"Remember  and   on JRE when the lawyer said, \We were able to ban all the Proud Boy accounts and ",0.8125,0.65,Positive
 BTW his mom &amp; managers are there to advise him. Just bcoz   incidentally does biz giving you ,0.0,0.0,Neutral
 Little irrelevant   thinks he can win the election for the Dems by censoring your content. He knows he's a loser.,0.6333333333333333,0.03750000000000001,Positive
"Universal Basic Incoming coming to our city of Madison, WI thanks to ...\n\n",0.10833333333333334,0.06666666666666667,Positive
   is gettin ready to suck you off,0.5,0.2,Positive
     Even  twitter gets HACKED\n,0.0,0.0,Neutral
" Me, You and  .\nWe'll be fine babe.",0.5,0.4166666666666667,Positive
" _kimbra   TNKS for the highlights. No golf though, or giving the medal of fr ",0.0,0.0,Neutral
"   Yes, they are majorily fake. Sorry that you don know how social ",0.688888888888889,-0.32222222222222224,Negative
   The other large portion of active accounts are just bots. Remembe ,0.4678571428571428,-0.014682539682539686,Negative
Paul Sanger needs to force   out as Twitter CEO.,0.0,0.0,Neutral
 Expect the left-wing Twitter algorithms that   monitors not be so favorable to electing ,0.0,0.0,Neutral
 Why is   allowed to get away with this!!! Our first Amendment!!!,0.3333333333333333,0.48828125,Positive
"    is enemy of Trump and American conservatives, that's the truth",0.0,0.0,Neutral
" By men who accumulated great wealth in the United States ( , Paul Singer), and now stab their o ",0.75,0.8,Positive
   . Shame on you,0.0,0.0,Neutral
 Mr President we all have been warning you about the sensorship   did it again this is ou ,0.0,0.0,Neutral
Can we just arrest   and get rid of this shitty website already\n\nIt would be a net positive for society,0.1818181818181818,0.05909090909090908,Positive
 IT TIME TO ARREST JACK DORSEY,0.0,-0.05,Negative
 Prez it time to arrest  ,0.0,-0.05,Negative
 LMAO nobody  it as a copyright violation it just the dishonest lying thieving Democrat ,0.75,0.15,Positive
  sent a pot of his cum to the Ghost of Ayn Rand to protect him from ISIS,0.0,0.0,Neutral
Exactly what I told _MAbes today.   in the on deck circle timing it up. ,0.25,0.25,Positive
150 retweets and I'll do a face reveal. (   )\nI honestly don't expect this to happen but I was dared by this ,0.9,0.6,Positive
Twitter billionaire   just announced he'll fund a universal-basic-income experiment that could affect up ,0.0,0.0,Neutral
"  Meanwhile,   was making jokes on his jet (a charter between Colorado and Califor ",0.0,0.0,Neutral
 Twitter  the propagandist  at work,0.0,0.0,Neutral
 DeLorean as well. My goal would be to prevent the rise of social media. I would befriend Mark Zuckerberg / ,0.06666666666666667,0.03333333333333333,Positive
\The Apology Letter   Should Send Today\ by _cyber on ,0.0,0.0,Neutral
Twitter's clumsy response to hack raises questions about  's role.\n(Been wondering that myself since he j ,0.4,-0.3,Negative
The apology letter about the Twitter hack that   should send.\n\nIt's devastating and quite funny as absurd ,1.0,-0.4166666666666667,Negative
I didn't expect another stance from a leader like  .  ,0.0,0.0,Neutral
_cliff    Fran O'Sullivan gave  a bit of a slap too.,0.0,0.0,Neutral
"\Thanks. Twitter will use this to make your experience better.\\n\nEr. No you don't, you just ignore it.   ",0.0,0.0,Neutral
_15 No wait ooo...\nHow much does   pay me within 12 months .\nHm. Shift,0.2,0.2,Positive
Boom!   is Alyssa Milano's child's god father....hmmm does anyone else here see the similarities? Hacktiv ,0.0,0.0,Neutral
" a blizzard from dairy queen that is frozen to where it cannot be eaten, a bag of white rice, cemen ",0.0,0.0,Neutral
    used to be a bike jock.,0.0,0.0,Neutral
Q &amp; A this morning..What a laugh! Collins &amp; Peters both made  Tame look quite small ! Don think you can argue ,0.2388888888888889,-0.051388888888888894,Negative
_owusuamponsah _meko  @__liptonia     ,0.0,0.0,Neutral
A prominent senator is calling out Twitter following its massive hack for not encrypting DMs  despite  D \n\nREA ,0.7000000000000001,0.16666666666666666,Positive
Wouldn't it be funny if all of  's private information appeared for the world to see on his own Twitter s ,0.7916666666666666,0.2833333333333333,Positive
" , the billionaire CEO of Twitter, announced that he would donate $3 million to a group of mayors of more ",0.5,0.5,Positive
  sent an envelope of his fascist friends to the Ghost of Ayn Rand to protect him from falling asleep,0.0,0.0,Neutral
  The only winner today is   and the shareholders who watch you rip each oth ,1.0,0.0,Neutral
  Yea but they ramble a lot. Some of the best content stems from the rambling. He also echoes ,0.3,1.0,Positive
\Twitter is betting everything on  .\ Long read on today's PSLV launch with record 20 sats.,0.4,-0.05,Negative
  must have found some batteries for his three speed device I finally got to follow one person,1.0,0.0,Neutral
  is a duck eating cunt so I am on Parler now! Fuck right off you tosser!,0.5678571428571428,-0.021428571428571463,Negative
I must have chapped  dip s*** 's ass I still can't follow anybody eat s***   can change those b ,0.0,0.0,Neutral
   Funny how Twitter CEO   always shows up when Marina Abram ,1.0,0.25,Positive
 Rumour has it Twitter recruits their news writer from freshly graduated senior students who only h ,0.75,0.15,Positive
"ETH DTA BTC SNT STEEM SBD OIO EQL GZRO ETHOS PRES Donald Trump met Twitter CEO   in April, 201 ",0.0,0.0,Neutral
Twitter CEO to Fund Universal Basic Income Experiment in These U.S. Cities ,0.0625,0.0,Neutral
i met  one time and her \normal denverite woman\ disguise started slipping off and i saw the face of jac ,0.1,-0.1,Negative
Guess we should have seen this coming...\n,0.0,0.0,Neutral
Just remember guys   swore under oath he was not censoring tweets!\n Just remember the penalty for lying u ,0.0,0.0,Neutral
Keep telling trump to eat shit in the free world.   too. ,0.8,0.1,Positive
Twitter CEO   donates $3M to kickstart UBI ,0.0,0.0,Neutral
Stephen Colbert roasts Twitter and   over crypto scam hack. MUST WATCH!\n,0.0,0.0,Neutral
  sent a baggy of his turd to  to protect him from napping,0.0,0.0,Neutral
Our  joins  to discuss universal basic income  ,0.0625,0.0,Neutral
  is a threat to national security.,0.0,0.0,Neutral
 Looks odly like  ,0.0,0.0,Neutral
    's racist now?,0.0,0.0,Neutral
"_Cossette  _ad_lumen _trotta  \nWhy Bill Gates,  Ma, Mark Zuckerberg and ",0.0,0.0,Neutral
"These corporations and billionaires like  , all donating one billion to various injustices?  They could a ",0.5,0.0,Neutral
   Juu wewe ndio ulipewa kazi na   kuamulia watu on what they can comment a ,0.0,0.0,Neutral
  the Twitter founder shows tech bros can grow up ,0.0,0.0,Neutral
  says  no to joining Libra ,0.0,0.0,Neutral
 Twitter Hack The Advice of McAfee To   ,0.0,0.0,Neutral
"\To lose one 'Like', Mr , may be regarded as a misfortune; to repeatedly lose thousands looks like churlish p ",0.0,0.0,Neutral
. CEO   joined 's  astroturfing softball team and are under  crimi ,0.0,0.0,Neutral
\Making something simple is very difficult.\   Patrick \n,0.32857142857142857,0.1,Positive
The executives of \n\n\n\n\n\n\n\n\n ,0.0,0.0,Neutral
 Twitter is suppressing information about TwitterHack2020 &amp;  . \n\nFire,0.0,0.0,Neutral
  is a genius then.,0.0,0.0,Neutral
    Boring......... You say the same old shit like everyone else on t ,0.53125,-0.275,Negative
"   I am sorry that happened to you and your spirit guide,  . StayStrongTogether",1.0,-0.5,Negative
 CEO   on July 16 had tweeted that everyone at Twitter feels 'terrible' about the incident. He h ,1.0,-1.0,Negative
It like   is testing my ability to block every single promoted tweet in the world.,0.21428571428571427,-0.07142857142857142,Negative
"  The Radical Left do not care about the 1st Ammendment Rights of anyone, to include BLACKS ",0.0,0.0,Neutral
", \n\nYou have silenced us since the beginning of dawn,\n\nwe work so hard and fOR WHAT.\n\nplease dont make a me ",0.5416666666666666,-0.2916666666666667,Negative
    Who has protected Trump?! The most ridiculed account on Twitter.\n ,0.5,0.5,Positive
"The Twitter accounts of several prominent American figures, including BarackObama, ElonMusk &amp; BillGates, were ha ",0.3333333333333333,0.16666666666666666,Positive
"I have the proper punishment for those people. Unfortunately, tweeting it has gotten me suspended. I bet  Do ",0.55,-0.25,Negative
 who is  ?,0.0,0.0,Neutral
FUCK JACK DORSEY! ,0.6,-0.5,Negative
Need it fast ! \n\n,0.6,0.25,Positive
"Thank you Twitter CEO,   for inventing the 'mute' button. ",0.0,0.0,Neutral
  sent a ziploc of his pizza to Iggy Azalea to protect him from dozing off,0.0,0.0,Neutral
  To paraphrase I read ther is no edit button to preserve the legacy of the original service\n,0.75,0.375,Positive
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via ",0.0,0.0,Neutral
 Mr . Please unleash the power of the crowd . I volunteer my services and some admin capacity to validat ,0.0,0.0,Neutral
You don't know  ().  Someday he will square away this stock  $TWTR (or the other stock $SQ) and it will g ,0.375,-0.125,Negative
  must be indicted by DOJ - If I drive someone to a bank robbery - I'm getting charged.\n\nTwitter has allo ,0.0,0.0,Neutral
CEO   says Twitter 'does not use political ideology to make an...  via  ,0.1,0.0,Neutral
"      Are you fucking serious, is tha ",0.6666666666666666,-0.3333333333333333,Negative
Go to a real site not run by the cunt   the Oedipus mom f$ck3r.   Parler ,0.30000000000000004,0.2,Positive
" IfCanGetHacked \n\nI was wondering if I was the only one who remembered.\n\nPoor , he also had hi ",1.0,0.0,Neutral
 Origormuso  where is my audio feature  ,0.0,0.0,Neutral
"Hey,   was hacked also. If you are shocked by this, you must have mistaken him for someone who isn't jus ",0.8,-0.7,Negative
JACK DORSEY MY MONEY INTEREST TWITTER BANK PROPHET MOUSSA HAMA MILIARDAIRE EUROP,0.0,0.0,Neutral
al has been spending a considerable amount of time in Africa for  opportunities. al even suggested he ,0.45,0.1,Positive
I found this interesting ,0.5,0.5,Positive
_cyber Here is the apology letter that  should send today after the irresponsible cybersecurity brea ,0.0,0.0,Neutral
 Judiciary Committee Ranking Member Jim Jordan (R-OH) demanded on Wednesday that Twitter CEO   disc ,0.0,0.0,Neutral
\n\n\nCorrupt people hate Twitter because it exposed them\nThank you Twitter\nThank you  ,0.9,-0.8,Negative
"  Imagine deleting or having a sockpuppets twitter cuz your more racist than  , ",0.5,0.5,Positive
I wrote about this more than a year ago. IfCanGetHacked  \n\n letter to   () ,0.5,0.5,Positive
_ceo  Ma?  ?,0.0,0.0,Neutral
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via ",0.0,0.0,Neutral
 Dedicated to  . 30 days in the hole. Humble Pie. ,0.4,-0.2,Negative
Here is the apology letter that  should send today after the irresponsible cybersecurity breach this past wee ,0.25,-0.25,Negative
" WOW!!  Amazing! It almost as if I don retweet and like this tweet every damn day!!  \n\nHey, Jac ",0.95,0.578125,Positive
" this is a great article, but what about the dozens of ongoing scams on ?Which has had th ",0.75,0.8,Positive
Twitter billionaire   just announced he fund a universal-basic-income experiment that could affect up ,0.0,0.0,Neutral
_e_Gul_  petrick ,0.0,0.0,Neutral
"Eat s***   and the other corporate snitches, you won't allow me to follow any more than three or four peo ",0.2916666666666667,0.125,Positive
  sent an envelope of his cum to a swarm of locust to protect him from white genocide,0.0,0.0,Neutral
_ceo For those that may think otherwise Abeg its   o not  ma,0.0,0.0,Neutral
Twitter  \nTwitter says hackers  some of its employees to access accounts in a high-profile ,0.0,0.0,Neutral
 _Shelley   _IE   _Lit  ,0.0,0.0,Neutral
  Had a link with good information and twitter incentivized as  harmful. Yeah it harmful t ,0.6000000000000001,0.7,Positive
 \Whoopsie\ -   *rhymes well*,0.0,0.0,Neutral
"When I knew we all hustlers,  and In love with the same things on this app was when   visited 9ja. \n\nLMFA ",0.3625,0.25,Positive
CEO   says the company aims to catch more than 90% of forbidden tweets using algorithms in a continued pu ,0.5,0.5,Positive
"  Wow\n\nRemember you &amp; I are engaging on Twitter (a social medium), developed by  Dors ",0.35555555555555557,0.17777777777777778,Positive
Could there be a connection between the latest  hack that targeted 130 accounts and last summer's hack on ,0.48333333333333334,0.25,Positive
  apologises over Twitter hack \n\nREAD MORE  ElonMusk JeffBezos ,0.5,0.5,Positive
Twitter clumsy response to hack raises questions about   role | socialmedia | hacking | facebook | ,0.4,-0.3,Negative
      It won ever happen.   is sc ,0.0,0.0,Neutral
Twitter CEO to fund universal basic income experiment in these U.S. cities ,0.0625,0.0,Neutral
_ I   what about it?,0.0,0.0,Neutral
